EmployeeID,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager
982,Travel_Frequently,607,Sales,7,3,Marketing,1,83,4,2,"Sales Executive",2,4639,2261,2,No,16,1,17,15,7,6,13
983,Travel_Rarely,855,"Research & Development",4,3,"Life Sciences",4,54,3,3,Developer,3,7898,18706,1,No,11,1,11,10,9,0,8
984,Travel_Rarely,1291,Sales,11,3,Medical,3,98,4,1,"Sales Representative",3,2534,6527,8,No,14,3,5,1,0,0,0
985,Travel_Rarely,1405,"Research & Development",11,2,"Technical Degree",4,82,2,4,Developer,4,13142,24439,3,No,16,3,29,5,2,0,3
986,Non-Travel,1124,"Research & Development",1,3,"Life Sciences",4,97,3,1,Developer,3,1611,19305,1,No,15,3,0,0,0,0,0
987,Travel_Rarely,817,"Research & Development",1,3,Medical,4,60,2,2,Developer,3,5363,10846,0,No,12,3,10,9,7,0,0
988,Travel_Frequently,793,Sales,2,1,"Life Sciences",4,43,1,2,"Sales Executive",3,5071,20392,3,No,20,4,8,6,2,0,0
989,Travel_Rarely,267,Sales,13,4,Marketing,1,85,4,4,"Sales Executive",1,13695,9277,6,Yes,17,3,24,19,7,3,8
990,Travel_Rarely,1369,"Research & Development",23,3,"Life Sciences",4,68,3,4,Developer,4,13402,18235,4,Yes,12,3,33,19,16,15,9
991,Non-Travel,999,"Research & Development",26,1,"Technical Degree",1,92,2,1,"Research Scientist",1,2029,15891,1,No,20,4,5,5,4,0,0
992,Travel_Rarely,1202,"Research & Development",2,1,Medical,2,89,4,2,"Healthcare Representative",1,6377,13888,5,No,20,1,15,12,11,11,8
993,Travel_Rarely,285,"Research & Development",29,3,Medical,2,86,3,2,Developer,1,5429,17491,4,No,13,3,10,8,7,7,7
994,Travel_Frequently,703,Sales,2,3,"Life Sciences",3,90,2,1,"Sales Representative",3,2785,11882,7,No,14,3,3,1,0,0,0
995,Travel_Frequently,662,Sales,18,4,Marketing,4,67,3,2,"Sales Executive",1,4614,23288,0,Yes,18,3,5,4,2,3,2
996,Travel_Frequently,693,"Research & Development",7,3,"Life Sciences",4,57,4,1,"Research Scientist",1,2610,15748,1,No,11,2,4,4,2,0,3
997,Travel_Rarely,404,"Research & Development",2,4,"Technical Degree",3,98,3,2,"Healthcare Representative",3,6687,6163,1,No,11,2,14,14,11,4,11
998,Travel_Rarely,736,Sales,26,3,"Life Sciences",3,48,2,2,"Sales Executive",2,4724,24232,1,No,11,3,5,5,3,0,4
999,Travel_Rarely,330,"Research & Development",22,4,Medical,4,98,3,2,Developer,1,6179,21057,1,Yes,15,1,10,10,2,6,7
1000,Travel_Rarely,1498,Sales,21,4,"Life Sciences",1,44,2,2,"Sales Executive",3,6120,3567,3,Yes,12,3,8,5,4,1,4
1001,Travel_Frequently,541,Sales,2,3,Marketing,2,52,3,3,"Sales Executive",4,10596,15395,2,No,11,3,14,4,2,3,2
1002,Travel_Frequently,1200,"Research & Development",22,3,"Life Sciences",4,75,3,2,"Research Scientist",3,5467,13953,3,Yes,14,3,12,6,2,3,3
1003,Travel_Rarely,1439,"Research & Development",4,1,"Life Sciences",3,54,3,1,"Research Scientist",1,2996,5182,7,Yes,15,2,8,6,4,1,3
1004,NULL,NULL,IT,NULL,NULL,"Human Resources",NULL,NULL,NULL,NULL,"Software Engineer",NULL,60000,NULL,NULL,Yes,10,4,8,5,NULL,2,3
1006,NULL,NULL,IT,NULL,NULL,"Human Resources",NULL,NULL,NULL,NULL,"Software Engineer",NULL,60000,NULL,NULL,Yes,10,4,8,5,NULL,2,3
1007,NULL,NULL,Sales,NULL,NULL,Marketing,NULL,NULL,NULL,NULL,"Sales Executive",NULL,23000,NULL,NULL,No,0,2,3,1,NULL,0,1
1008,NULL,NULL,IT,NULL,NULL,"Human Resources",NULL,NULL,NULL,NULL,"Software Engineer",NULL,40000,NULL,NULL,No,6,2,9,5,NULL,2,2
1009,Travel_Frequently,200,"Research & Development",4,3,Medical,2,NULL,NULL,NULL,"Laboratory Technician",4,25738,4000,0,Yes,NULL,NULL,3,3,1,1,2
1010,NULL,NULL,IT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Developer,3,30000,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1011,Non-Travel,NULL,HR,NULL,NULL,NULL,NULL,NULL,3,1,Manager,3,60000,NULL,NULL,No,NULL,3,NULL,NULL,NULL,NULL,NULL
1012,Non-Travel,50,"Research & Development",4,3,Other,2,NULL,3,1,"Research Scientist",3,30000,20000,1,No,NULL,3,5,3,2,1,2
1013,Travel_Rarely,0,"Research & Development",5,4,"Technical Degree",3,NULL,3,2,Manager,3,30000,2000,2,Yes,NULL,3,5,3,2,1,0
